R;R;R;RC;C;C;C;C;C;C;C;C;C
RC;R;RC;C;C;C;C;C;C;CF;CF;F;F
C;C;RC;C;C;C;C;C;CF;F;F;F;F
C;C;C;RC;C;C;C;C;CF;F;F;F;F
C;CF;CF;C;C;C;C;C;CF;F;F;F;F
F;F;F;F;F;C;C;C;C;F;F;F;F
F;F;F;F;F;F;C;C;R;R;F;F;F
F;F;F;F;F;F;F;C;R;R;RF;F;F
F;F;F;F;F;F;F;F;C;R;R;RF;F
F;F;F;F;F;F;F;F;F;C;R;R;F
F;F;F;F;F;F;F;F;F;F;C;R;RF
F;F;F;F;F;F;F;F;F;F;F;C;RF
F;F;F;F;F;F;F;F;F;F;F;F;C
